banos,ciudad,comunidad,habitaciones,link,particular,precio,referencia,superficie,web
1,Vilassar de Mar,Barcelona,4,https://www.pisos.com/comprar/piso-vilassar_de_mar_centro_urbano-92509213257_107700/,Profesional,210.000 , VE59-109-00020,102,Pisos
1,Distrito Nord-Oest. Terrassa,Barcelona,3,https://www.pisos.com/comprar/piso-torrent_en_pere_parres08225-945856909584424_109700/,Profesional,177.000 , 4995767-008036,76,Pisos
2,Sitges,Barcelona,2,https://www.pisos.com/comprar/apartamento-sitges_centre-8513299238_109700/,Profesional,453.600 , 4514954-12931589,94,Pisos
1,Distrito Ciutat Vella. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-el_raval08001-92503615414_100100/,Particular,260.000 , PX1034-8-276-216B-84586173,92,Pisos
2,Distrito Sant Andreu. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-sant_andreu_navas08027-90855140292_101800/,Particular,335.000 , IF7635-V-JSESTV1717,116,Pisos
2,Sitges,Barcelona,2,https://www.pisos.com/comprar/piso-sitges_centre-8815821731_109700/,Profesional,450.000 , 1097-13415999,123,Pisos
1,Distrito Sants-Montjuïc. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-el_poble_sec08004-92561361747_100200/,Profesional,256.600 , TC146-314428,70,Pisos
1,Rubí,Barcelona,3,https://www.pisos.com/comprar/piso-can_fatjo_can_ximelis_can_serrafossa-93364148138_101300/,Profesional,160.000 , API113-AG4111_001959-40,75,Pisos
1,El Masnou,Barcelona,2,https://www.pisos.com/comprar/atico-el_masnou_centro_urbano-90862782782_100200/,Profesional,255.000 , TC207-309790,53,Pisos
1,Distrito Eixample. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-el_fort_pienc08013-90913544735_100200/,Profesional,349.000 , TC505-308183,97,Pisos
1,Sant Pere de Ribes,Barcelona,2,https://www.pisos.com/comprar/piso-sant_pere_de_ribes_nucli_urba-945856909594235_109700/,Profesional,154.000 , 4514723-000115,102,Pisos
1,Distrito Horta-Guinardó. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-can_baro08041-91676575482_991211/,Profesional,225.000 , 4991211-BCN-MDM.E4,75,Pisos
1,Palafolls,Barcelona,4,https://www.pisos.com/comprar/casa-palafolls_centro_urbano-91711205188_101300/,Profesional,208.000 , API110-AG67567_001621-51,251,Pisos
1,Distrito Sant Martí. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-sant_marti_el_poblenou08005-91711677459_100200/,Profesional,300.000 , TC422-313083,90,Pisos
1,Canovelles,Barcelona,3,https://www.pisos.com/comprar/chalet-canovelles_centro_urbano-88404457781_107700/,Profesional,380.000 , VE32-0079-00067,262,Pisos
2,Distrito Eixample. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-la_sagrada_familia08013-93381284337_100200/,Profesional,435.000 , TC56-316567,119,Pisos
2,Sant Cugat del Vallès,Barcelona,4,https://www.pisos.com/comprar/atico-eixample_torreblanca-93343873298_437300/,Profesional,370.000 , 4373-040237,111,Pisos
1,Distrito Ciutat Vella. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/atico-el_raval08001-84231981951_100100/,Particular,370.000 , PX1034-8-276-321-32867504,65,Pisos
2,Distrito Gràcia. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-la_vila_de_gracia08012-90871059535_100100/,Profesional,369.000 , PX1656-A18001-83905112,83,Pisos
1,Distrito Centre. Terrassa,Barcelona,3,https://www.pisos.com/comprar/casa-cementiri_vell08222-782340945_142600/,Profesional,220.995 , 1426-19099,115,Pisos
2,Sentmenat,Barcelona,3,https://www.pisos.com/comprar/piso-sentmenat_centro_urbano-90845302992_107700/,Profesional,207.260 , VE32-0079-00085,109,Pisos
2,Vallromanes,Barcelona,4,https://www.pisos.com/comprar/casa-vallromanes_centro_urbano-91730666067_100100/,Profesional,699.000 , PX754-1975-137S-84088254,179,Pisos
1,Distrito Eixample. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-la_sagrada_familia08013-90859028499_100500/,Profesional,315.000 , SA509-35225/750,82,Pisos
1,Rubí,Barcelona,3,https://www.pisos.com/comprar/atico-nord_ca_noriol-90015512609_992181/,Profesional,135.000 , 4992181-P020772,73,Pisos
1,Distrito Eixample. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-la_sagrada_familia08025-90844882621_994479/,Profesional,320.000 , 4994479-736-PROVENZA,85,Pisos
1,Distrito Nou Barris. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-verdun-9155340641_109700/,Profesional,289.000 , 4992683-13981255,75,Pisos
3,Distrito Sant Martí. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/duplex-sant_marti_la_verneda_la_pau08020-91717932671_100500/,Profesional,330.000 , SA800-DR00217/3618,111,Pisos
2,Granollers,Barcelona,4,https://www.pisos.com/comprar/piso-granollers_centre-90097894572_517922/,Profesional,290.000 , 517922-V-218015,162,Pisos
2,Distrito Eixample. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08011-90873032998_998670/,Profesional,335.000 , 4998670-018519,85,Pisos
1,Distrito Sants-Montjuïc. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-sants_badal-90866325670_100200/,Profesional,220.000 , TC81-310162,78,Pisos
2,Distrito Eixample. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-la_sagrada_familia08025-945856909582736_109700/,Profesional,358.000 , 4994479-730-CORCEGA,90,Pisos
2,Sitges,Barcelona,2,https://www.pisos.com/comprar/apartamento-sitges_centre-8542116236_109700/,Profesional,423.000 , 4514954-12931587,94,Pisos
4,Distrito Eixample. Barcelona Capital,Barcelona,5,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08007-85909783101_101800/,Profesional,1.480.000 , 4998165-SL382081,190,Pisos
2,Montgat,Barcelona,3,https://www.pisos.com/comprar/piso-montgat_centro_urbano-92596670804_109200/,Profesional,315.000 , 4518627-26772-VEN144MON,126,Pisos
2,Sant Fost de Campsentelles,Barcelona,5,https://www.pisos.com/comprar/casa_adosada-sant_fost_de_campsentelles_centro_urbano-93428037252_100200/,Profesional,320.000 , TC566-317069,183,Pisos
2,Sitges,Barcelona,2,https://www.pisos.com/comprar/apartamento-sitges_centre-8579571026_109700/,Profesional,414.000 , 4514954-12931586,92,Pisos
1,Badalona,Barcelona,3,https://www.pisos.com/comprar/piso-badalona_la_salut08914-92510645950_101800/,Profesional,150.000 , IF75912-B570,78,Pisos
2,Vacarisses,Barcelona,5,https://www.pisos.com/comprar/casa-vacarisses_centro_urbano-92526742034_101800/,Profesional,210.000 , IF76011-A2151_B4012_1,215,Pisos
3,Canyelles,Barcelona,4,https://www.pisos.com/comprar/casa-canyelles_centro_urbano-93341493102_100500/,Profesional,250.000 , SA25-58-MHS01522/5745,219,Pisos
1,Distrito Horta-Guinardó. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-can_baro08041-945856909577944_109700/,Profesional,210.000 , 4991211-BCN-MDME5,65,Pisos
1,Monistrol de Calders,Barcelona,1,https://www.pisos.com/comprar/casa-monistrol_de_calders_centro_urbano-80996957_172700/,Profesional,69.000 , 1727-00340,54,Pisos
1,Cornellà de Llobregat,Barcelona,3,https://www.pisos.com/comprar/piso-almeda-90869356736_518273/,Particular,297.000 , 518273-000025,88,Pisos
1,Castelldefels,Barcelona,3,https://www.pisos.com/comprar/atico-zona_universitaria_gran_via_mar_cami_ral-92566952988_516419/,Profesional,300.000 , 4516419-000001,138,Pisos
2,Palau-solità i Plegamans,Barcelona,4,https://www.pisos.com/comprar/casa_pareada-palau_solita_i_plegamans_centro_urbano-93380222297_516203/,Particular,365.000 , 4516203-19-25,273,Pisos
1,Distrito Eixample. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-el_fort_pienc08013-91718669880_100200/,Profesional,420.000 , TC505-312743,88,Pisos
1,Cornellà de Llobregat,Barcelona,3,https://www.pisos.com/comprar/piso-la_gavarra-93402371816_100200/,Profesional,135.000 , TC358-312858,71,Pisos
1,Mediona,Barcelona,3,https://www.pisos.com/comprar/chalet-mediona_centro_urbano-84259200434_101800/,Profesional,85.000 , IF6951-MEDIONA2,400,Pisos
1,Distrito Sant Martí. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-sant_marti_de_provencals08020-93407847498_100500/,Profesional,215.000 , SA352-HF01737/2135,69,Pisos
1,Mollet del Vallès,Barcelona,3,https://www.pisos.com/comprar/piso-mollet_del_valles_santa_rosa-92582721256_518410/,Profesional,109.000 , 4518410-000204,75,Pisos
2,Palau-solità i Plegamans,Barcelona,4,https://www.pisos.com/comprar/duplex-la_sagrera-945856909578074_109700/,Particular,267.800 , 4516203-18-108,150,Pisos
3,La Garriga,Barcelona,4,https://www.pisos.com/comprar/casa_unifamiliar-la_garriga_centro_urbano-945856909152367_109700/,Profesional,408.000 , 4514570-GAR047,216,Pisos
2,Sitges,Barcelona,2,https://www.pisos.com/comprar/apartamento-sitges_centre-8567445856_109700/,Profesional,429.625 , 4514954-12931588,80,Pisos
1,Distrito Sant Martí. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-sant_marti_de_provencals08020-92513148957_512782/,Profesional,190.000 , 4512782-DR00531,65,Pisos
2,Rubí,Barcelona,4,https://www.pisos.com/comprar/piso-can_fatjo_can_ximelis_can_serrafossa-90894403977_101300/,Profesional,249.000 , API113-AG4111_001879-37,127,Pisos
5,Vilassar de Mar,Barcelona,4,https://www.pisos.com/comprar/casa-vilassar_de_mar_centro_urbano-88418726179_513773/,Profesional,590.000 , 4513773-VM-146,317,Pisos
2,Badalona,Barcelona,2,https://www.pisos.com/comprar/piso-bufala_morera_pomar_les_guixeres-945856908673309_109700/,Particular,325.000 , 4511557-8756390,76,Pisos
1,Distrito Nord-Oest. Terrassa,Barcelona,2,https://www.pisos.com/comprar/piso-poble_nou_zona_esportiva-945856909032587_109700/,Particular,130.000 , 4997077-100014,76,Pisos
2,L'Hospitalet de Llobregat,Barcelona,2,https://www.pisos.com/comprar/piso-la_florida_les_planes-92510442249_512735/,Profesional,149.900 , 4512735-001257,73,Pisos
2,Sant Cugat del Vallès,Barcelona,3,https://www.pisos.com/comprar/casa-can_mates_volpelleres-90897905315_512430/,Profesional,398.000 , 512430-CASA0013,132,Pisos
2,Sabadell,Barcelona,3,https://www.pisos.com/comprar/piso-gracia_can_feu_oest08205-8961879485_109700/,Profesional,230.000 , 4993266-13547824,104,Pisos
1,Distrito Sants-Montjuïc. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-el_poble_sec08004-92578797004_100200/,Profesional,180.000 , TC330-314458,51,Pisos
2,Distrito Les Corts. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-la_maternitat_sant_ramon08028-91676121633_100200/,Profesional,330.000 , TC188-313501,78,Pisos
1,Distrito Horta-Guinardó. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-el_guinardo08027-91762031065_995977/,Profesional,200.000 , 4995977-PINAR DEL EBRO,74,Pisos
1,Distrito Sant Andreu. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-sant_andreu_la_sagrera08027-92585037883_100200/,Profesional,249.900 , TC230-314160,79,Pisos
3,Santa Eulàlia de Ronçana,Barcelona,4,https://www.pisos.com/comprar/casa_adosada-santa_eulalia_de_roncana_centro_urbano-90888429808_100500/,Profesional,294.900 , SA336-00240/604,227,Pisos
1,Cardedeu,Barcelona,2,https://www.pisos.com/comprar/piso-cardedeu_centro_urbano-92560531013_101800/,Profesional,174.000 , IF76059-MET 110,84,Pisos
2,Parets del Vallès,Barcelona,4,https://www.pisos.com/comprar/piso-parets_del_valles_centro_urbano-93382309926_511539/,Profesional,315.000 , 4511539-FM5879,144,Pisos
3,Cardedeu,Barcelona,4,https://www.pisos.com/comprar/casa-cardedeu_centro_urbano-92593359804_994479/,Profesional,450.000 , 4994479-740-DOMINICS,174,Pisos
2,Sabadell,Barcelona,3,https://www.pisos.com/comprar/casa_adosada-creu_de_barbera_santa_pau_sud08204-92598858599_100500/,Profesional,380.000 , SA1306-00213/6440,202,Pisos
2,Manlleu,Barcelona,4,https://www.pisos.com/comprar/casa_adosada-manlleu_centro_urbano-945856909368328_109700/,Profesional,118.000 , 43659-12128482,150,Pisos
2,Distrito Eixample. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08025-89220442477_991211/,Profesional,370.000 , 4991211-BCN-ROS.14,100,Pisos
1,Sabadell,Barcelona,3,https://www.pisos.com/comprar/piso-ca_noriac_sant_julia_nord-92551230845_518480/,Particular,129.900 , 518480-000005,77,Pisos
2,Mollet del Vallès,Barcelona,3,https://www.pisos.com/comprar/piso-can_pantiquet_riera_seca-93406534834_514955/,Profesional,189.500 , 4514955-13223930,77,Pisos
1,Distrito Sant Andreu. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/atico-el_congres_els_indians08027-93366347607_100100/,Profesional,195.000 , PX1377-PARDO-84908811,50,Pisos
3,Distrito Sant Martí. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/atico-la_vila_olimpica_del_poblenou08018-92524567529_501489/,Profesional,620.000 , 4501489-L23,142,Pisos
2,L'Ametlla del Vallès,Barcelona,4,https://www.pisos.com/comprar/casa-ametlla_del_valles_centro_urbano-91680692567_510952/,Profesional,395.000 , 4510952-9415339,280,Pisos
2,Santa Coloma de Gramenet,Barcelona,3,https://www.pisos.com/comprar/piso-santa_coloma_de_gramenet_fondo08922-8505159050_109700/,Profesional,240.000 , 4518911-14166509,77,Pisos
2,Badalona,Barcelona,4,https://www.pisos.com/comprar/piso-llefia08913-905811498_285400/,Profesional,327.260 , 2854-10393,164,Pisos
4,L'Ametlla del Vallès,Barcelona,5,https://www.pisos.com/comprar/casa-ametlla_del_valles_centro_urbano-87503899561_108900/,Profesional,345.000 , 4510952-9415307,301,Pisos
1,Distrito Nou Barris. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-nou_barris_roquetes08042-90893752735_500854/,Profesional,110.000 , 500854-001045,65,Pisos
2,Distrito Eixample. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-la_nova_esquerra_de_eixample08011-90847641392_998670/,Profesional,335.000 , 4998670-18519B,85,Pisos
2,Caldes de Montbui,Barcelona,3,https://www.pisos.com/comprar/duplex-caldes_de_montbui_centro_urbano-9269016301_109700/,Profesional,310.000 , 1097-14075503,116,Pisos
3,El Masnou,Barcelona,4,https://www.pisos.com/comprar/casa_adosada-el_masnou_centro_urbano-8962836235_109700/,Profesional,520.000 , -13534661,244,Pisos
2,Igualada,Barcelona,3,https://www.pisos.com/comprar/piso-igualada_llevant08700-92578044189_100500/,Profesional,136.000 , SA500-89461/278,89,Pisos
3,Cabrils,Barcelona,4,https://www.pisos.com/comprar/casa-cabrils_centro_urbano-92554585859_100500/,Profesional,550.000 , SA1393-W-02AGZJ/3699,244,Pisos
2,Rubí,Barcelona,3,https://www.pisos.com/comprar/duplex-nord_ca_noriol-945856909473912_109700/,Profesional,239.000 , 4992181-P020251,138,Pisos
1,La Garriga,Barcelona,3,https://www.pisos.com/comprar/duplex-la_garriga_centro_urbano-92508699559_512534/,Profesional,180.000 , 4512534-192034,85,Pisos
1,Cornellà de Llobregat,Barcelona,3,https://www.pisos.com/comprar/piso-la_gavarra-93416679336_517234/,Profesional,156.000 , 4517234-108502,78,Pisos
1,Distrito Sarrià-Sant Gervasi. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-sarria_sant_gervasi_sarria08034-90090237185_101800/,Profesional,480.000 , IF5992-003.709,100,Pisos
3,Teià,Barcelona,4,https://www.pisos.com/comprar/casa_adosada-teia_centro_urbano-9397524648_109700/,Profesional,534.000 , 4993346-14177389,257,Pisos
2,Distrito Sant Andreu. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-sant_andreu_barrio08030-9028972345_109700/,Profesional,448.000 , 4510800-13783849,115,Pisos
2,Sabadell,Barcelona,3,https://www.pisos.com/comprar/duplex-la_creu_alta08208-8902445137_109700/,Profesional,370.000 , 4510800-13531137,111,Pisos
3,Sabadell,Barcelona,3,https://www.pisos.com/comprar/piso-sabadell_centre-81706776280_101300/,Profesional,490.000 , API86-20180210,239,Pisos
2,Rubí,Barcelona,4,https://www.pisos.com/comprar/piso-can_fatjo_can_ximelis_can_serrafossa-90884027435_101300/,Profesional,263.000 , API113-AG4111_001855-86,107,Pisos
1,Sabadell,Barcelona,2,https://www.pisos.com/comprar/piso-gracia_can_feu_oest08206-89264240435_107700/,Profesional,229.000 , VE32-0079-00077,72,Pisos
1,Sabadell,Barcelona,3,https://www.pisos.com/comprar/piso-concordia_can_rull_berardo-945856909583991_109700/,Profesional,90.000 , 4990615-005208,75,Pisos
3,L'Ametlla del Vallès,Barcelona,4,https://www.pisos.com/comprar/casa_adosada-ametlla_del_valles_centro_urbano-85922605609_108900/,Profesional,325.000 , 4510952-9415298,200,Pisos
2,Badalona,Barcelona,3,https://www.pisos.com/comprar/piso-casagemes_canyado08911-90908764374_100200/,Profesional,260.000 , TC371-303947,101,Pisos
1,Distrito Ciutat Vella. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-sant_pere_santa_caterina_la_ribera08003-92545267616_100200/,Profesional,235.000 , TC105-312744,66,Pisos
2,Sitges,Barcelona,4,https://www.pisos.com/comprar/piso-els_molins_poble_sec_pins_vens-945856909411889_109700/,Profesional,370.000 , 4514723-000075,120,Pisos
2,Distrito Eixample. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08036-91666814903_500765/,Profesional,370.000 , 500765-001716,76,Pisos
1,Puig-reig,Barcelona,3,https://www.pisos.com/comprar/piso-puig_reig_centro_urbano-945856908438790_109700/,Particular,45.000 , 4996941-000019,70,Pisos
2,Distrito Eixample. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08007-90005564908_516419/,Profesional,675.000 , 4516419-000303,130,Pisos
2,L'Hospitalet de Llobregat,Barcelona,4,https://www.pisos.com/comprar/piso-can_serra_pubilla_cases-90913296281_512735/,Profesional,246.900 , 4512735-001251,101,Pisos
3,Distrito Les Corts. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-pedralbes08034-91705729265_511475/,Profesional,610.000 , 511475-FM1905,125,Pisos
2,Arenys de Mar,Barcelona,3,https://www.pisos.com/comprar/piso-arenys_de_mar_centro_urbano-92535350743_999295/,Profesional,220.000 , 4999295-RE 626 EN,100,Pisos
2,Distrito Sant Martí. Barcelona Capital,Barcelona,1,https://www.pisos.com/comprar/piso-sant_marti_el_poblenou08005-92546408437_513145/,Profesional,285.000 , 513145-88-POBLENOU,66,Pisos
1,Badalona,Barcelona,3,https://www.pisos.com/comprar/piso-artigas_sant_roc_congres_el_remei_la_mora08918-92589158371_101800/,Profesional,159.000 , IF75912-B561,67,Pisos
1,Distrito Sant Andreu. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-sant_andreu_navas08027-945856909601078_109700/,Profesional,148.000 , 4995977-MURCIA,58,Pisos
4,Distrito Sarrià-Sant Gervasi. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/casa-vallvidrera_el_tibidabo_les_planes08017-87563398369_511621/,Profesional,870.000 , 4511621-VALL01,269,Pisos
2,Distrito Sant Martí. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-provencals_del_poblenou08005-89233825614_100100/,Profesional,585.000 , PX75885-BRD-MG-82588615,116,Pisos
4,Castellar del Vallès,Barcelona,3,https://www.pisos.com/comprar/casa-castellar_del_valles_centro_urbano-93382844292_518668/,Profesional,415.000 , 4518668-SQV301,280,Pisos
1,Badalona,Barcelona,3,https://www.pisos.com/comprar/piso-gorg_progres_raval_can_claris08912-89170958814_101800/,Profesional,166.000 , IF75912-B500,78,Pisos
2,Les Franqueses del Vallès,Barcelona,3,https://www.pisos.com/comprar/duplex-corro_amunt-93379792308_515471/,Profesional,230.000 , 515471-000044,94,Pisos
3,Distrito Ponent. Terrassa,Barcelona,6,https://www.pisos.com/comprar/casa-la_maurina08224-847541802_142600/,Profesional,350.000 , 1426-19003,406,Pisos
2,Sabadell,Barcelona,4,https://www.pisos.com/comprar/piso-la_creu_alta08208-92567615586_100100/,Particular,450.000 , PX76005-84696001-84696001,185,Pisos
1,Sant Cugat del Vallès,Barcelona,2,https://www.pisos.com/comprar/atico-sant_cugat_del_valles_centre08172-93414646542_100200/,Profesional,285.000 , TC423-317652,77,Pisos
2,Santa Eulàlia de Ronçana,Barcelona,4,https://www.pisos.com/comprar/casa-santa_eulalia_de_roncana_centro_urbano-81717508224_500067/,Profesional,235.700 , 500067-000843,117,Pisos
1,Badalona,Barcelona,3,https://www.pisos.com/comprar/piso-badalona_la_salut08914-90094482269_101800/,Profesional,128.000 , IF75912-B492,60,Pisos
2,Distrito Eixample. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-el_fort_pienc08013-90914838854_100500/,Profesional,410.000 , SA1275-FE1367/968,84,Pisos
1,Badalona,Barcelona,2,https://www.pisos.com/comprar/piso-centre_dalt_de_la_vila_coll_i_pujol-90024468748_515796/,Profesional,235.000 , 4515796-GLASO52,75,Pisos
2,Distrito Sant Martí. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-el_parc_la_llacuna_del_poblenou08018-90892002009_100200/,Profesional,410.000 , TC311-263559,127,Pisos
1,Distrito Sants-Montjuïc. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-la_font_de_la_guatlla08004-91683879398_100200/,Profesional,206.000 , TC540-309606,65,Pisos
1,Granollers,Barcelona,3,https://www.pisos.com/comprar/piso-congost_can_gili08403-91677298946_100500/,Profesional,110.000 , SA106-18091,80,Pisos
3,Barberà del Vallès,Barcelona,4,https://www.pisos.com/comprar/piso-barbera_del_valles_centro_urbano-91685897437_100500/,Profesional,255.000 , SA76-18082,176,Pisos
1,Distrito Sant Martí. Barcelona Capital,Barcelona,4,https://www.pisos.com/comprar/piso-sant_marti_el_poblenou08005-92546938478_100200/,Profesional,345.000 , TC422-310358,95,Pisos
2,Distrito Sant Andreu. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-sant_andreu_navas08041-93366626857_100200/,Profesional,170.000 , TC497-316168,65,Pisos
2,Sant Celoni,Barcelona,3,https://www.pisos.com/comprar/casa_adosada-sant_celoni_centro_urbano-945856909330506_109700/,Profesional,229.900 , 500067-000815,146,Pisos
4,Corbera de Llobregat,Barcelona,5,https://www.pisos.com/comprar/casa-corbera_de_baix-91707872101_512430/,Profesional,295.000 , 512430-CASA0014,372,Pisos
2,Sant Cugat del Vallès,Barcelona,3,https://www.pisos.com/comprar/piso-eixample_torreblanca-93432659835_995885/,Profesional,535.000 , 4995885-000001,140,Pisos
5,Granollers,Barcelona,6,https://www.pisos.com/comprar/casa-font_verda-75908121655_515139/,Profesional,5.000.000 , 515139-000004,300,Pisos
2,Manresa,Barcelona,4,https://www.pisos.com/comprar/piso-valldaura_placa_catalunya08241-87560227904_109300/,Profesional,135.000 , EP321-18060,109,Pisos
1,Santa Coloma de Gramenet,Barcelona,3,https://www.pisos.com/comprar/piso-riu_nord_riu_sud08922-93417850927_108500/,Profesional,150.000 , AG230-1000,66,Pisos
1,Montgat,Barcelona,1,https://www.pisos.com/comprar/piso-montgat_centro_urbano-89236175801_104400/,Profesional,147.000 , SA1113-ADD1271/5481,40,Pisos
2,Distrito Eixample. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/piso-la_sagrada_familia08013-85912023378_101800/,Profesional,375.000 , IF6372-VB1807022,89,Pisos
1,L'Hospitalet de Llobregat,Barcelona,3,https://www.pisos.com/comprar/piso-collblanc_la_torrassa08903-93416435843_100500/,Profesional,165.000 , SA1263-CAMPALANS,56,Pisos
2,Granollers,Barcelona,3,https://www.pisos.com/comprar/piso-hostal_lledoner-90903965081_515471/,Profesional,245.000 , 515471-000038,110,Pisos
1,Viladecans,Barcelona,3,https://www.pisos.com/comprar/piso-eixample_centre_barri_antic-90908671786_101300/,Profesional,218.000 , API114-20180050,90,Pisos
1,Distrito Ciutat Vella. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-el_raval08001-91671120690_100100/,Profesional,260.000 , PX75853-C218-CS-84063032,70,Pisos
2,Igualada,Barcelona,3,https://www.pisos.com/comprar/piso-igualada_llevant08700-70892246943_107000/,Profesional,78.800 , AS1-4026-1,69,Pisos
3,Rubí,Barcelona,4,https://www.pisos.com/comprar/casa-rubi_mercat-92566101887_513706/,Profesional,385.000 , 4513706-686-1242,222,Pisos
2,Rubí,Barcelona,3,https://www.pisos.com/comprar/piso-les_torres_ca_nalzamora-92522115161_101300/,Profesional,285.000 , API113-AG4111_001954-07,134,Pisos
2,Distrito Centre. Terrassa,Barcelona,3,https://www.pisos.com/comprar/piso-centre_barrio08221-90077800119_100500/,Profesional,209.000 , SA89-DV165,102,Pisos
2,Distrito Gràcia. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-la_vila_de_gracia08012-93391804476_103800/,Profesional,475.000 , INB199-940-83V,107,Pisos
2,Rubí,Barcelona,3,https://www.pisos.com/comprar/duplex-nord_ca_noriol-89220528227_992181/,Profesional,223.000 , 4992181-P030317,129,Pisos
1,Badia del Vallès,Barcelona,3,https://www.pisos.com/comprar/piso-badia_del_valles_centro_urbano-945856909467759_109700/,Profesional,89.950 , 4515505-12694044,75,Pisos
1,Pineda de Mar,Barcelona,3,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-89198169238_101800/,Profesional,118.000 , IF7063-PA943,60,Pisos
4,Sant Cugat del Vallès,Barcelona,4,https://www.pisos.com/comprar/casa_unifamiliar-golf-945856909577844_109700/,Profesional,1.200.000 , 4998016-A0458-01,489,Pisos
3,Distrito Sant Andreu. Barcelona Capital,Barcelona,3,https://www.pisos.com/comprar/duplex-sant_andreu_la_sagrera08027-92505336613_100200/,Profesional,425.000 , TC515-315469,115,Pisos
1,Torelló,Barcelona,4,https://www.pisos.com/comprar/casa_pareada-torello_centro_urbano-945856909131308_109700/,Profesional,260.000 , 43659-10914899,212,Pisos
4,Llinars del Vallès,Barcelona,4,https://www.pisos.com/comprar/chalet-llinars_del_valles_centro_urbano-85001790616_108900/,Profesional,450.000 , XA54-RVIII-PETANCA,280,Pisos
2,Distrito Gràcia. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-la_vila_de_gracia08012-90854423760_100200/,Profesional,319.000 , TC161-302924,110,Pisos
1,Igualada,Barcelona,3,https://www.pisos.com/comprar/piso-pla_de_sant_magi-92567758973_100500/,Particular,102.500 , SA1184-P21319/2067,76,Pisos
2,Caldes de Montbui,Barcelona,4,https://www.pisos.com/comprar/casa-caldes_de_montbui_centro_urbano-846409034_120600/,Profesional,298.000 , 1206-020900,126,Pisos
1,Distrito Eixample. Barcelona Capital,Barcelona,2,https://www.pisos.com/comprar/piso-eixample_sant_antoni08011-92572793385_995442/,Particular,285.000 , 4995442-010315,57,Pisos
3,Sant Cugat del Vallès,Barcelona,5,https://www.pisos.com/comprar/casa-sant_cugat_del_valles_valldoreix-91740383765_998534/,Profesional,800.000 , 4998534-VENPST,340,Pisos
2,Granollers,Barcelona,3,https://www.pisos.com/comprar/piso-hostal_lledoner08401-8153505748_109700/,Profesional,263.000 , 1097-12349491,90,Pisos
